submittedAt,name,category,subcategory,brand,description,price,costPrice,stockQuantity,unit,status,isFeatured,imageUrl,barcode,weightInGrams,shortDescription,netWeight,packageSize,unitsPerCarton,origin,ingredients,allergens,nutritionalInfo,servingSize,servingsPerPack,storageInstructions,shelfLifeDays,requiresRefrigeration,requiresFreezing,isOrganic,isHalal,isKosher,isVegan,isGlutenFree,nafdacNumber,tags
07/04/2026 14.14.23,Lasagna,Italian Pasta,Pasta,Liguori,"Lasagna by Liguori is a premium Italian pasta made by Pastificio Liguori, one of Campania's oldest pasta makers since 1795. Made from 100% durum wheat semolina and pure water, slowly dried at low temperature to preserve its natural texture and flavour. Cook in boiling salted water for 10-14 minutes.",3500,,2,Pack,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606155/claude/lasagna-016012.jpg,8008912016012,500,Liguori Lasagna – premium Italian pasta of exceptional quality.,500g,Pack,12,Italy,"Durum wheat semolina (100%), water",Gluten,"{""calories"": 350, ""protein_g"": 12, ""carbs_g"": 70, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 5}",80g (dry),~6 servings,"Store in a cool, dry place. Keep away from moisture.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,pasta|Italian pasta|liguori|lasagna
07/04/2026 14.16.55,Mini Roll Lime,Assorted Biscuits,Wafers,LAGO,"Lago Mini Roll Lime is an iconic Italian wafer made with thin, crispy layers filled with rich assorted cream. Light, crunchy and absolutely delicious. Crafted in Italy since 1948.",4500,,8,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606167/claude/mini-roll-lime-005533.jpg,8004800005533,125,Lago Assorted Wafer – classic crispy Italian wafer with irresistible assorted cream filling.,125g,Piece,24,Italy,,Gluten|Dairy,"{""calories"": 505, ""protein_g"": 6, ""carbs_g"": 62, ""fat_g"": 26, ""fiber_g"": 2, ""sodium_mg"": 180}",125g (1 piece),1 serving,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wafer|biscuit|Lago|assorted|Italian biscuits|snack
07/04/2026 14.20.16,Mezze Penne Rigate,Italian Pasta,Pasta,Liguori,"Mezze Penne Rigate by Liguori is a premium Italian pasta made by Pastificio Liguori, one of Campania's oldest pasta makers since 1795. Made from 100% durum wheat semolina and pure water, slowly dried at low temperature to preserve its natural texture and flavour. Cook in boiling salted water for 10-14 minutes.",3500,,8,Pack,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606175/claude/mezze-penne-rigate-010379.jpg,8008912010379,500,Liguori Mezze Penne Rigate – premium Italian pasta of exceptional quality.,500g,Pack,12,Italy,"Durum wheat semolina (100%), water",Gluten,"{""calories"": 350, ""protein_g"": 12, ""carbs_g"": 70, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 5}",80g (dry),~6 servings,"Store in a cool, dry place. Keep away from moisture.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,pasta|Italian pasta|liguori|mezze
07/04/2026 14.24.13,Biscuits filled Coconut cream,Assorted Biscuits,Biscuits,Grisbi,Biscuits filled Coconut cream is a premium quality Italian biscuit made by Grisbi. Made with the finest ingredients and baked to golden perfection. Ideal for any occasion.,6300,,14,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606187/claude/biscuits-filled-coconut-cream-007942.jpg,8000350007942,135,Premium Italian biscuit by Grisbi – Biscuits baked to perfection.,135g,Piece,12,Italy,,Gluten|Dairy,"{""calories"": 440, ""protein_g"": 7, ""carbs_g"": 65, ""fat_g"": 18, ""fiber_g"": 2, ""sodium_mg"": 200}",30g,~4 servings,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,biscuit|grisbi|Italian|biscuits
07/04/2026 14.24.39,Ditali Piccoli Rigati,Italian Pasta,Pasta,Liguori,"Ditali Piccoli Rigati by Liguori is a premium Italian pasta made by Pastificio Liguori, one of Campania's oldest pasta makers since 1795. Made from 100% durum wheat semolina and pure water, slowly dried at low temperature to preserve its natural texture and flavour. Cook in boiling salted water for 10-14 minutes.",3500,,14,Pack,Active,Yes,,8008912010836,500,Liguori Ditali Piccoli Rigati – premium Italian pasta of exceptional quality.,500g,Pack,12,Italy,"Durum wheat semolina (100%), water",Gluten,"{""calories"": 350, ""protein_g"": 12, ""carbs_g"": 70, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 5}",80g (dry),~6 servings,"Store in a cool, dry place. Keep away from moisture.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,pasta|Italian pasta|liguori|ditali
07/04/2026 14.28.26,Ditali Piccoli Rigati,Italian Pasta,Pasta,Liguori,"Ditali Piccoli Rigati by Liguori is a premium Italian pasta made by Pastificio Liguori, one of Campania's oldest pasta makers since 1795. Made from 100% durum wheat semolina and pure water, slowly dried at low temperature to preserve its natural texture and flavour. Cook in boiling salted water for 10-14 minutes.",3500,,14,Pack,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606197/claude/ditali-piccoli-rigati-010836.jpg,8008912010836,500,Liguori Ditali Piccoli Rigati – premium Italian pasta of exceptional quality.,500g,Pack,12,Italy,"Durum wheat semolina (100%), water",Gluten,"{""calories"": 350, ""protein_g"": 12, ""carbs_g"": 70, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 5}",80g (dry),~6 servings,"Store in a cool, dry place. Keep away from moisture.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,pasta|Italian pasta|liguori|ditali
07/04/2026 14.33.08,Biscuit filled Lemon cream,Assorted Biscuits,Biscuits,Grisbi,Biscuit filled Lemon cream is a premium quality Italian biscuit made by Grisbi. Made with the finest ingredients and baked to golden perfection. Ideal for any occasion.,6300,,17,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606208/claude/biscuit-filled-lemon-cream-007935.jpg,8000350007935,135,Premium Italian biscuit by Grisbi – Biscuits baked to perfection.,135g,Piece,12,Italy,,Gluten|Dairy,"{""calories"": 440, ""protein_g"": 7, ""carbs_g"": 65, ""fat_g"": 18, ""fiber_g"": 2, ""sodium_mg"": 200}",30g,~4 servings,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,biscuit|grisbi|Italian|biscuits
07/04/2026 14.35.02,Pennette Rigate,Italian Pasta,Pasta,Liguori,"Pennette Rigate by Liguori is a premium Italian pasta made by Pastificio Liguori, one of Campania's oldest pasta makers since 1795. Made from 100% durum wheat semolina and pure water, slowly dried at low temperature to preserve its natural texture and flavour. Cook in boiling salted water for 10-14 minutes.",3500,,10,Pack,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606216/claude/pennette-rigate-010430.jpg,8008912010430,500,Liguori Pennette Rigate – premium Italian pasta of exceptional quality.,500g,Pack,12,Italy,"Durum wheat semolina (100%), water",Gluten,"{""calories"": 350, ""protein_g"": 12, ""carbs_g"": 70, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 5}",80g (dry),~6 servings,"Store in a cool, dry place. Keep away from moisture.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,pasta|Italian pasta|liguori|pennette
07/04/2026 14.35.57,Biscuit filled Chocolate,Assorted Biscuits,Biscuits,Grisbi,Biscuit filled Chocolate is a premium quality Italian biscuit made by Grisbi. Made with the finest ingredients and baked to golden perfection. Ideal for any occasion.,6300,,17,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606227/claude/biscuit-filled-chocolate-007911.jpg,8000350007911,135,Premium Italian biscuit by Grisbi – Biscuits baked to perfection.,135g,Piece,12,Italy,,Gluten|Dairy,"{""calories"": 440, ""protein_g"": 7, ""carbs_g"": 65, ""fat_g"": 18, ""fiber_g"": 2, ""sodium_mg"": 200}",30g,~4 servings,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,biscuit|grisbi|Italian|biscuits
07/04/2026 14.39.29,Biscuits filled Coffee cream,Assorted Biscuits,Biscuits,Grisbi,Biscuits filled Coffee cream is a premium quality Italian biscuit made by Grisbi. Made with the finest ingredients and baked to golden perfection. Ideal for any occasion.,6300,,15,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606237/claude/biscuits-filled-coffee-cream-007973.jpg,8000350007973,135,Premium Italian biscuit by Grisbi – Biscuits baked to perfection.,135g,Piece,12,Italy,,Gluten|Dairy,"{""calories"": 440, ""protein_g"": 7, ""carbs_g"": 65, ""fat_g"": 18, ""fiber_g"": 2, ""sodium_mg"": 200}",30g,~4 servings,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,biscuit|grisbi|Italian|biscuits
07/04/2026 14.41.55,Orecchiette,Italian Pasta,Pasta,Liguori,"Orecchiette by Liguori is a premium Italian pasta made by Pastificio Liguori, one of Campania's oldest pasta makers since 1795. Made from 100% durum wheat semolina and pure water, slowly dried at low temperature to preserve its natural texture and flavour. Cook in boiling salted water for 10-14 minutes.",5500,,10,Pack,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606247/claude/orecchiette-013165.jpg,8008912013165,500,Liguori Orecchiette – premium Italian pasta of exceptional quality.,500g,Pack,12,Italy,"Durum wheat semolina (100%), water",Gluten,"{""calories"": 350, ""protein_g"": 12, ""carbs_g"": 70, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 5}",80g (dry),~6 servings,"Store in a cool, dry place. Keep away from moisture.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,pasta|Italian pasta|liguori|orecchiette
07/04/2026 14.47.57,Tagliatelle A Nido,Italian Pasta,Pasta,Liguori,"Tagliatelle A Nido by Liguori is a premium Italian pasta made by Pastificio Liguori, one of Campania's oldest pasta makers since 1795. Made from 100% durum wheat semolina and pure water, slowly dried at low temperature to preserve its natural texture and flavour. Cook in boiling salted water for 10-14 minutes.",5500,,8,Pack,Active,,https://res.cloudinary.com/nigittriple/image/upload/v1776606255/claude/tagliatelle-a-nido-010515.jpg,8008912010515,500,Liguori Tagliatelle A Nido – premium Italian pasta of exceptional quality.,500g,Pack,12,Italy,"Durum wheat semolina (100%), water",Gluten,"{""calories"": 350, ""protein_g"": 12, ""carbs_g"": 70, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 5}",80g (dry),~6 servings,"Store in a cool, dry place. Keep away from moisture.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,pasta|Italian pasta|liguori|tagliatelle
07/04/2026 14.57.56,Mini party Cocoa sugar free,Assorted Biscuits,Wafers,LAGO,"Lago Poker Sugar Free Cocoa Wafer features delicate, crispy wafer layers filled with cocoa cream – all without added sugar. Perfect for those watching their sugar intake without compromising on taste.",3100,,11,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606268/claude/mini-party-cocoa-sugar-free-003607.jpg,8004800003607,125,"Lago Cocoa Wafer (Sugar Free) – crispy layered wafer with cocoa cream filling, no added sugar.",125g,Piece,24,Italy,,Gluten|Dairy,"{""calories"": 505, ""protein_g"": 6, ""carbs_g"": 62, ""fat_g"": 26, ""fiber_g"": 2, ""sodium_mg"": 180}",125g (1 piece),1 serving,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wafer|biscuit|Lago|cocoa|Italian biscuits|snack
07/04/2026 15.01.26,Mini Party Hazelnut Sugar free,Assorted Biscuits,Wafers,LAGO,"Lago Poker Sugar Free Hazelnut Wafer features delicate, crispy wafer layers filled with hazelnut cream – all without added sugar. Perfect for those watching their sugar intake without compromising on taste.",3100,,12,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606280/claude/mini-party-hazelnut-sugar-free-000361.jpg,800480000361,125,"Lago Hazelnut Wafer (Sugar Free) – crispy layered wafer with hazelnut cream filling, no added sugar.",125g,Piece,24,Italy,,Gluten|Dairy|Tree Nuts,"{""calories"": 505, ""protein_g"": 6, ""carbs_g"": 62, ""fat_g"": 26, ""fiber_g"": 2, ""sodium_mg"": 180}",125g (1 piece),1 serving,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wafer|biscuit|Lago|hazelnut|Italian biscuits|snack
07/04/2026 15.05.11,Mini Party cocoa,Assorted Biscuits,Wafers,LAGO,"Lago Mini Party cocoa is an iconic Italian wafer made with thin, crispy layers filled with rich cocoa cream. Light, crunchy and absolutely delicious. Crafted in Italy since 1948.",3100,,11,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606298/claude/mini-party-cocoa-003409.jpg,8004800003409,125,Lago Cocoa Wafer – classic crispy Italian wafer with irresistible cocoa cream filling.,125g,Piece,24,Italy,,Gluten|Dairy,"{""calories"": 505, ""protein_g"": 6, ""carbs_g"": 62, ""fat_g"": 26, ""fiber_g"": 2, ""sodium_mg"": 180}",125g (1 piece),1 serving,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wafer|biscuit|Lago|cocoa|Italian biscuits|snack
07/04/2026 15.13.16,Mini Party Lemon,Assorted Biscuits,Wafers,LAGO,"Lago Mini Party Lemon is an iconic Italian wafer made with thin, crispy layers filled with rich lemon cream. Light, crunchy and absolutely delicious. Crafted in Italy since 1948.",3000,,12,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606311/claude/mini-party-lemon-003430.jpg,8004800003430,125,Lago Lemon Wafer – classic crispy Italian wafer with irresistible lemon cream filling.,125g,Piece,24,Italy,,Gluten|Dairy,"{""calories"": 505, ""protein_g"": 6, ""carbs_g"": 62, ""fat_g"": 26, ""fiber_g"": 2, ""sodium_mg"": 180}",125g (1 piece),1 serving,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wafer|biscuit|Lago|lemon|Italian biscuits|snack
07/04/2026 15.17.41,Frollini Biscuits with Cream,Assorted Biscuits,Biscuits,LAGO,"Lago Frollini Biscuits with Cream is an iconic Italian wafer made with thin, crispy layers filled with rich assorted cream. Light, crunchy and absolutely delicious. Crafted in Italy since 1948.",4800,,7,Pack,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606323/claude/frollini-biscuits-with-cream-006837.jpg,8004800006837,320,Lago Assorted Wafer – classic crispy Italian wafer with irresistible assorted cream filling.,320g,Piece,24,Italy,,Gluten|Dairy,"{""calories"": 505, ""protein_g"": 6, ""carbs_g"": 62, ""fat_g"": 26, ""fiber_g"": 2, ""sodium_mg"": 180}",320g (1 piece),1 serving,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wafer|biscuit|Lago|assorted|Italian biscuits|snack
07/04/2026 15.21.29,Frollini Cookies with Eggs,Assorted Biscuits,Biscuits,LAGO,"Lago Frollini Cookies with Eggs is an iconic Italian wafer made with thin, crispy layers filled with rich assorted cream. Light, crunchy and absolutely delicious. Crafted in Italy since 1948.",4000,,8,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606335/claude/frollini-cookies-with-eggs-006820.jpg,8004800006820,320,Lago Assorted Wafer – classic crispy Italian wafer with irresistible assorted cream filling.,320g,Piece,24,Italy,,Gluten|Dairy,"{""calories"": 505, ""protein_g"": 6, ""carbs_g"": 62, ""fat_g"": 26, ""fiber_g"": 2, ""sodium_mg"": 180}",320g (1 piece),1 serving,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wafer|biscuit|Lago|assorted|Italian biscuits|snack
07/04/2026 15.25.34,Frollini chocolate chip cookies,Assorted Biscuits,Biscuits,LAGO,"Lago Frollini chocolate chip cookies is an iconic Italian wafer made with thin, crispy layers filled with rich assorted cream. Light, crunchy and absolutely delicious. Crafted in Italy since 1948.",4600,,4,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606344/claude/frollini-chocolate-chip-cookies-006851.jpg,8004800006851,320,Lago Assorted Wafer – classic crispy Italian wafer with irresistible assorted cream filling.,320g,Piece,24,Italy,,Gluten|Dairy,"{""calories"": 505, ""protein_g"": 6, ""carbs_g"": 62, ""fat_g"": 26, ""fiber_g"": 2, ""sodium_mg"": 180}",320g (1 piece),1 serving,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wafer|biscuit|Lago|assorted|Italian biscuits|snack
07/04/2026 15.27.20,Rigatoni Napoletani,Italian Pasta,Pasta,Liguori,"Rigatoni Napoletani by Liguori is a premium Italian pasta made by Pastificio Liguori, one of Campania's oldest pasta makers since 1795. Made from 100% durum wheat semolina and pure water, slowly dried at low temperature to preserve its natural texture and flavour. Cook in boiling salted water for 10-14 minutes.",5500,,10,Pack,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606353/claude/rigatoni-napoletani-014186.jpg,8008912014186,500,Liguori Rigatoni Napoletani – premium Italian pasta of exceptional quality.,500g,Pack,12,Italy,"Durum wheat semolina (100%), water",Gluten,"{""calories"": 350, ""protein_g"": 12, ""carbs_g"": 70, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 5}",80g (dry),~6 servings,"Store in a cool, dry place. Keep away from moisture.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,pasta|Italian pasta|liguori|rigatoni
07/04/2026 15.29.01,Frollini Cereal Cookies,Assorted Biscuits,Biscuits,LAGO,"Lago Frollini Cereal Cookies is an iconic Italian wafer made with thin, crispy layers filled with rich assorted cream. Light, crunchy and absolutely delicious. Crafted in Italy since 1948.",8200,,3,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606363/claude/frollini-cereal-cookies-006714.jpg,8004800006714,600,Lago Assorted Wafer – classic crispy Italian wafer with irresistible assorted cream filling.,600g,Piece,24,Italy,,Gluten|Dairy,"{""calories"": 505, ""protein_g"": 6, ""carbs_g"": 62, ""fat_g"": 26, ""fiber_g"": 2, ""sodium_mg"": 180}",600g (1 piece),1 serving,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wafer|biscuit|Lago|assorted|Italian biscuits|snack
07/04/2026 15.31.06,Pappardelle A Nido,Italian Pasta,Pasta,,"Pappardelle A Nido by  is a premium Italian pasta made by . Made from 100% durum wheat semolina and pure water, slowly dried at low temperature to preserve its natural texture and flavour. Cook in boiling salted water for 10-14 minutes.",5500,,7,Pack,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606371/claude/pappardelle-a-nido-010188.jpg,8008912010188,500, Pappardelle A Nido – premium Italian pasta of exceptional quality.,500g,Pack,12,Italy,"Durum wheat semolina (100%), water",Gluten,"{""calories"": 350, ""protein_g"": 12, ""carbs_g"": 70, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 5}",80g (dry),~6 servings,"Store in a cool, dry place. Keep away from moisture.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,pasta|Italian pasta|pappardelle
